,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2,78,122,30,68,44,21,77,97,110,109,105,185,134,257,351,975,1536,0
3,101,47,50,28,53,104,192,366,303,295,371,368,278,141,591,1536,0,0
4,323,132,168,312,543,812,913,721,714,533,422,288,542,1759,1935,0,0,0
5,3504,3705,3624,3430,3102,2720,2469,2420,2508,2704,2640,2592,2304,977,0,0,0,0
1,3171,3171,3428,3461,3526,3558,3557,3632,3553,3553,3681,3851,4136,4375,4944,6204,8300,8300
2,73,251,38,77,40,5,84,48,124,128,170,285,239,569,1260,2096,0,0
3,224,48,80,0,5,94,147,373,385,381,400,686,1023,1051,1946,0,0,0
4,310,189,145,265,416,553,666,719,710,776,1140,1440,1753,2305,150,0,0,0
5,4522,4641,4609,4497,4313,4090,3846,3528,3528,3462,2909,2038,1149,0,0,0,0,0
1,2395,2395,2488,2532,2570,2583,2593,2604,2589,2584,2616,2662,2739,2811,3056,3435,4226,5251
2,28,86,49,10,4,18,23,49,58,42,51,78,73,245,379,791,1025,0
3,93,15,4,36,21,42,91,109,87,98,126,195,392,248,217,1025,0,0
4,250,104,116,193,271,338,380,268,287,251,389,550,325,1050,1599,0,0,0
5,2485,2651,2594,2480,2385,2270,2164,2221,2230,2276,2069,1766,1722,897,0,0,0,0
1,3260,3255,3511,3513,3563,3542,3596,3635,3463,3463,3463,3506,3551,3596,3774,4530,6000,6000
2,99,261,2,49,47,44,22,3,172,0,43,45,45,178,756,1470,0,0
3,196,7,50,44,16,96,112,255,0,129,86,170,259,210,890,0,0,0
4,544,376,186,197,312,482,829,666,602,215,344,468,662,1769,580,0,0,0
5,1901,2101,2251,2197,2062,1836,1441,1441,1763,2193,2064,1811,1483,247,0,0,0,0
1,3850,3850,3954,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
2,150,104,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3088,3088,3424,3425,3443,3545,3545,3556,3657,3657,3668,3892,4118,4454,5712,7084,7840,7840
2,116,226,1,10,102,0,11,111,10,11,224,226,336,1258,1372,756,0,0
3,111,111,10,8,0,11,214,327,338,337,339,865,1930,1696,756,0,0,0
4,384,132,232,225,348,763,1178,1280,1269,1270,1929,2449,1456,432,0,0,0,0
5,4141,4283,4173,4172,3947,3521,2892,2566,2566,2565,1680,408,0,0,0,0,0,0
1,2557,2557,2654,2691,2729,2747,2800,2850,2887,2890,3064,3287,3484,3644,3996,4300,4300,4300
2,36,93,37,34,14,19,50,75,41,174,223,197,160,352,304,0,0,0
3,80,20,30,10,25,93,90,267,296,172,373,480,491,184,0,0,0,0
4,204,101,84,172,291,457,816,740,708,824,640,336,165,120,0,0,0,0
5,1423,1529,1495,1393,1241,984,544,368,368,240,0,0,0,0,0,0,0,0
1,3797,3797,4248,4245,4258,4268,4407,4421,4410,4410,4655,4805,5226,5768,7810,9909,14145,15048
2,48,343,20,29,0,131,14,113,124,245,150,421,542,2042,2099,4236,903,0
3,333,126,14,18,149,152,388,664,548,427,558,1929,2833,2099,3849,903,0,0
4,1009,344,325,558,815,1186,1699,1567,1683,1815,2851,2640,2964,5139,1290,0,0,0
5,9861,10438,10441,10198,9826,9311,8540,8283,8283,8151,6834,5253,3483,0,0,0,0,0
1,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200,4200
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3360,3360,3615,3765,3959,4171,4349,4421,4425,4425,4664,4832,4628,4461,4461,4702,4900,4900
2,194,176,134,142,69,136,72,116,112,239,168,68,136,101,101,0,0,0
3,146,97,68,68,143,151,323,363,363,236,68,0,136,66,140,198,0,0
4,188,296,315,562,729,442,156,0,0,0,0,0,0,272,198,0,0,0
5,1012,971,768,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3584,3584,3771,3891,4004,4142,4253,4319,4349,4307,4427,4586,4896,5164,5647,6740,8200,8200
2,175,184,120,52,34,72,66,81,51,162,159,310,268,483,1093,1460,0,0
3,114,51,12,63,149,142,249,388,306,237,345,458,950,1105,1412,0,0,0
4,467,281,259,350,782,830,690,545,627,728,1040,1261,1626,1448,48,0,0,0
5,3860,4100,4038,3844,3231,3014,2942,2867,2867,2766,2229,1585,460,0,0,0,0,0
1,3155,3155,3549,3574,3688,3707,3736,3885,3864,3864,4110,4359,4718,5087,6462,7154,7154,7154
2,46,394,25,8,11,29,149,111,132,246,249,359,369,1375,692,0,0,0
3,356,3,3,106,8,116,348,597,612,498,510,1055,2067,692,0,0,0,0
4,386,147,242,391,737,1054,1047,933,928,1361,1991,1381,0,0,0,0,0,0
5,3211,3455,3335,3075,2710,2248,1874,1628,1618,1185,294,0,0,0,0,0,0,0
1,3062,3062,3185,3238,3345,3530,3528,3412,3306,3300,3325,3361,3404,3481,3694,4285,4978,5530
2,96,113,52,44,8,43,46,119,107,31,36,43,77,213,591,693,552,270
3,37,15,7,63,220,168,218,200,70,136,132,206,285,220,431,372,270,0
4,267,143,160,619,523,555,432,363,531,328,359,382,618,1058,1024,450,0,0
5,2338,2467,2396,1836,1704,1504,1576,1706,1786,2005,1948,1808,1416,828,60,0,0,0
1,3985,3985,4077,4250,4442,4396,4367,4232,4009,3918,3907,3903,3942,3985,4139,4422,4852,6400
2,181,92,173,183,20,87,155,216,223,94,19,61,56,154,283,430,1548,0
3,118,194,191,30,68,108,151,177,2,92,181,151,141,86,172,645,0,0
4,678,426,264,348,444,833,738,614,658,316,186,221,326,627,1248,903,0,0
5,1438,1703,1695,1589,1426,976,989,1161,1508,1980,2107,2064,1935,1548,558,0,0,0
